label,url_length,num_dots,has_https,has_ip,num_subdirs,num_params,suspicious_words,tld,special_char_count,digits_count,entropy
1,89,3,0,0,5,0,2,309,4,29,4.792984909698331
1,25,1,0,0,4,0,0,309,0,7,4.003856189774725
1,30,1,0,0,4,0,0,309,0,7,4.053235913127292
1,39,2,1,0,3,0,0,376,3,0,4.150410872541982
1,37,2,1,0,3,0,0,376,0,0,4.100816878908575
1,31,1,0,0,4,0,0,309,0,8,4.063562746695365
1,36,2,1,0,3,0,0,376,0,0,4.0860486123130375
1,36,2,1,0,3,0,1,376,0,0,4.0860486123130375
1,52,3,1,0,5,0,0,458,0,12,4.582382689536907
1,37,2,1,0,3,0,0,381,0,4,3.7281388978674976
1,36,2,1,0,3,0,0,260,2,0,4.141604167868594
1,62,3,1,0,3,0,0,319,1,27,4.73832408481826
1,50,1,0,0,3,1,1,309,2,9,4.591272380112911
1,125,3,1,0,5,1,0,411,3,43,5.107119937276916
1,56,2,1,0,6,0,1,309,0,0,4.228718707880675
1,34,2,1,0,3,0,0,309,1,3,4.101881223476018
1,47,2,0,0,5,0,0,309,2,0,4.3154647887515205
1,47,1,1,0,5,0,0,309,1,10,4.519925224377835
1,48,2,1,0,4,0,0,376,2,2,4.343094990837056
1,41,1,1,0,5,0,0,309,0,0,3.759362067171
1,44,4,1,0,4,0,0,376,0,2,4.089780198035243
1,36,2,1,0,3,0,0,263,0,0,3.856474653799416
1,94,3,1,0,4,1,0,319,1,42,4.61272163544333
1,26,2,1,0,3,0,0,309,1,3,3.997952698660692
1,66,3,1,0,5,0,0,319,3,6,4.387059604430361
1,62,2,1,0,6,0,0,319,2,15,4.649456746038792
1,59,3,1,0,5,0,0,513,1,0,4.075535060122328
1,57,3,0,0,4,0,0,513,1,0,4.0890287787918
1,81,2,0,0,5,0,0,309,0,11,4.732282108951729
1,28,1,1,0,4,0,0,504,2,2,3.9677201004744993
1,39,3,0,0,3,0,0,263,1,1,4.141064001347103
1,94,3,1,0,4,1,0,319,1,43,4.712856247112221
1,94,3,1,0,4,1,0,319,1,45,4.696935964814538
1,97,3,1,0,4,1,0,376,2,9,4.952854920611273
1,92,2,1,0,5,1,0,319,7,24,4.911261099754344
1,82,2,1,0,5,1,0,319,5,23,4.824773461824763
1,55,2,1,0,5,0,0,376,1,2,4.488279432092591
1,63,3,1,0,4,0,0,263,3,1,4.349830320119269
1,47,2,1,0,5,0,0,330,0,10,4.339282139363515
1,34,2,1,0,4,0,0,376,1,3,4.197325708706504
1,45,2,1,0,3,0,0,309,1,6,4.347765463988252
1,44,2,1,0,4,0,0,376,1,3,4.325924732707134
1,48,2,0,0,3,0,0,376,2,3,4.454986855772667
1,58,2,1,0,6,1,0,466,2,1,4.356367479096523
1,60,2,1,0,6,0,0,319,1,15,4.504574504151559
1,126,2,1,0,6,0,0,376,6,11,5.212066459513783
1,19,1,0,0,3,0,0,296,0,0,3.391892644680932
1,41,3,1,0,4,0,0,319,0,0,3.827575030149777
1,28,2,0,0,4,0,0,319,0,0,3.699513850319966
1,102,2,1,0,3,1,0,309,6,26,4.840797769604062
1,103,2,1,0,5,0,0,309,6,26,4.806104747049708
1,81,2,1,0,6,0,0,309,2,0,4.328936004469542
1,92,2,0,0,3,1,0,440,6,24,4.761509127216562
1,92,2,0,0,4,0,0,440,6,24,4.726236165283556
1,116,4,0,0,5,1,0,467,2,65,4.6139146322257885
1,96,2,0,0,3,1,1,309,6,24,4.773197756666589
1,93,2,0,0,6,0,1,309,4,29,4.767735967865607
1,86,2,0,0,3,1,0,309,6,30,4.784886667538475
1,86,2,0,0,4,0,0,309,6,30,4.747152801284563
1,49,2,1,0,3,0,0,309,2,11,4.604306272598332
1,55,3,1,0,4,0,0,263,3,1,4.44229170458385
1,66,3,1,0,4,0,0,263,3,2,4.502748574481871
1,112,4,1,0,6,1,0,309,1,43,4.789491481095758
1,65,3,1,0,4,0,0,263,3,2,4.31412839087988
1,46,3,1,0,4,0,0,319,1,0,4.083587370023807
1,115,4,1,0,4,1,0,394,1,10,4.875755217074624
1,62,3,1,0,3,0,0,319,1,22,4.506638149711804
1,54,1,1,0,3,1,1,309,3,7,4.706198789513641
1,31,3,0,0,3,0,0,309,0,0,4.106949132758152
1,48,2,1,0,4,0,0,309,0,0,4.087581188618506
1,71,2,1,0,6,0,0,319,2,17,4.655195937272926
1,61,2,1,0,5,2,0,309,3,7,4.746494207111616
1,31,1,1,0,5,0,0,309,0,8,4.014860327200948
1,75,4,1,0,6,0,1,297,2,0,4.218018691156218
1,42,3,1,0,6,0,0,443,0,0,3.8924669832623087
1,49,3,1,0,4,0,0,263,1,0,4.198708252579409
1,51,3,1,0,6,0,0,510,0,10,4.414798567708405
1,133,4,1,0,4,1,0,394,4,11,4.871193298447813
1,72,3,0,0,3,0,0,319,1,24,4.848278952885764
1,28,2,1,0,3,0,0,309,0,0,4.110577243331642
1,28,2,1,0,3,0,0,309,0,0,4.066108939837481
1,47,3,0,0,4,0,1,309,3,11,4.309284064167407
1,57,4,0,0,4,0,0,421,0,0,4.2784451205835525
1,68,2,0,0,5,0,0,411,3,8,4.478637982187727
1,26,1,1,0,4,0,0,307,0,0,3.7192945256669794
1,82,2,0,0,4,0,0,307,0,40,4.392519273555783
1,46,1,1,0,4,0,0,469,0,15,4.53421902118034
1,47,2,0,0,4,0,0,345,0,15,4.527681138773586
1,40,2,0,0,3,0,1,480,3,0,4.215311532225103
1,42,2,0,0,6,0,0,523,1,0,4.284476351041122
1,42,2,0,0,6,0,0,309,2,0,4.129947184477477
1,77,2,1,0,5,1,0,319,3,19,4.494013898305059
1,495,3,0,0,4,1,0,309,19,82,5.902953183392286
1,68,1,1,0,5,1,0,309,3,13,4.686604297630025
1,53,3,1,0,5,0,0,411,0,10,4.56048077567778
1,47,3,1,0,3,0,0,263,3,0,4.293222627951163
1,45,3,1,0,3,0,0,263,3,0,4.129981707104247
1,47,3,0,0,3,0,0,263,3,0,4.250669436461801
1,103,3,0,0,7,0,1,309,4,26,4.7082447533218135
1,90,3,1,0,4,1,0,319,3,37,4.791744975321959
1,94,3,1,0,4,1,0,319,1,32,4.704275921579356
1,35,2,0,0,5,0,0,319,0,0,4.04716007463276
1,32,2,0,0,4,0,0,319,0,0,3.8431390622295662
1,50,3,1,0,5,0,0,411,0,10,4.4410768800263725
1,45,2,1,0,5,0,0,346,0,10,4.472424141197959
1,40,2,1,0,4,0,0,376,1,1,4.396439344671016
1,76,2,1,0,4,0,0,376,4,0,4.371623760167341
1,94,3,1,0,4,1,0,319,1,39,4.703658671684212
1,56,5,0,0,4,0,0,369,2,3,4.564786905531284
1,56,4,0,0,4,0,0,469,2,6,4.860577243331642
1,71,5,0,0,4,0,0,469,1,3,4.836573973309229
1,40,2,1,0,4,0,0,319,0,0,3.8439427079182686
1,53,3,1,0,6,0,0,458,0,12,4.467656539101478
1,52,4,0,0,4,0,0,309,1,5,4.565448371820826
1,68,2,1,0,6,0,0,319,1,18,4.591159812399539
1,74,5,1,0,3,0,0,296,5,0,4.0943249075881205
1,73,5,0,0,3,0,0,296,5,0,4.113746426121417
1,75,5,1,0,4,0,0,296,5,0,4.12810264127751
1,39,2,1,0,6,0,0,443,0,0,3.967861757701885
1,68,3,1,0,4,1,0,319,2,21,4.772991106173072
1,92,3,0,0,3,1,0,319,1,43,4.691478305663513
1,17,1,0,0,3,0,0,309,0,0,3.572469458770135
1,94,3,1,0,4,1,0,319,1,40,4.689276883981302
1,94,3,1,0,4,1,0,319,1,40,4.6947376561299965
1,92,3,0,0,3,1,0,319,1,33,4.6248195328896005
1,25,2,1,0,3,0,0,263,0,0,3.863465189601647
1,33,2,1,0,3,0,0,263,0,0,4.066677073707229
1,50,3,0,0,3,0,0,309,2,1,4.368367439558377
1,28,2,0,0,3,0,0,263,0,6,4.039148671903071
1,25,2,1,0,3,0,0,263,0,0,3.7034651896016473
1,25,2,1,0,3,0,0,263,0,0,3.753269689515109
1,26,2,1,0,3,0,0,263,0,0,3.6902603909683847
1,33,2,0,0,3,0,0,263,0,6,4.066677073707229
1,26,2,1,0,3,0,0,263,0,5,3.921029621737615
1,29,2,0,0,3,0,0,263,0,0,3.978333581185264
1,28,2,1,0,3,0,0,263,0,0,4.039148671903071
1,29,2,0,0,3,0,0,487,0,2,4.021268494903765
1,24,2,0,0,3,0,0,263,0,0,3.8553885422075336
1,26,2,0,0,3,0,0,263,1,0,3.95006375643621
1,30,2,0,0,3,0,0,263,0,5,4.031401845392172
1,26,3,1,0,3,0,0,440,0,0,3.8441065448145375
1,26,2,1,0,3,0,0,263,0,0,3.8441065448145375
1,23,2,0,0,3,0,0,263,0,2,3.762267390651494
1,33,2,0,0,3,0,0,263,1,0,4.066677073707229
1,27,2,0,0,3,0,0,263,1,0,3.8282375018429535
1,33,2,0,0,3,0,0,263,0,0,3.775475847209144
1,26,2,0,0,3,0,0,528,0,6,4.209867121904035
1,21,2,0,0,3,0,0,504,0,3,3.748994803525096
1,25,3,0,0,3,0,0,440,0,0,3.993269689515108
1,48,3,1,0,3,0,0,442,4,12,4.422995052579128
1,27,3,0,0,3,0,0,440,0,0,3.8282375018429535
1,27,2,0,0,3,0,0,309,0,0,3.9582291686698783
1,22,2,0,0,3,0,0,528,0,6,3.697845823084412
1,98,4,0,0,4,1,0,442,8,31,4.830934334416487
1,23,2,0,0,3,0,0,528,0,6,3.8820451081368623
1,30,2,0,0,3,0,0,528,0,0,4.0062389286533895
1,142,3,1,0,5,1,0,411,8,52,5.039570255512927
1,25,2,0,0,3,0,0,528,0,6,4.133660689688186
1,21,3,0,0,3,0,0,384,0,0,3.748994803525096
1,22,2,0,0,3,0,0,528,0,6,3.845350936622436
1,27,2,0,0,3,0,0,319,1,0,4.060262039120377
1,47,2,1,0,4,0,0,319,3,0,4.238114320168547
1,81,2,1,0,4,0,0,319,7,0,4.20969452780653
1,35,2,1,0,4,0,0,319,1,0,4.011585431837431
1,51,2,1,0,5,0,0,319,2,0,4.324796793869523
1,50,2,1,0,4,0,0,319,2,0,4.34146788019945
1,74,2,1,0,4,0,0,319,7,0,4.424140744839022
1,143,2,1,0,4,2,1,319,11,27,5.02650243177746
1,50,2,1,0,4,0,0,319,3,0,4.258171939471839
1,125,2,1,0,4,2,0,319,12,26,5.112338161832075
1,38,2,1,0,4,0,0,319,1,0,4.165837632423487
1,39,2,1,0,4,0,0,319,2,0,4.2336188853070205
1,55,2,1,0,4,0,0,319,3,0,4.2919752233265935
1,41,2,1,0,4,0,0,319,2,0,4.198777004512548
1,40,2,1,0,4,0,0,319,2,0,4.265311532225103
1,51,2,1,0,4,0,0,319,4,0,4.191074851351208
1,47,2,1,0,4,0,0,319,3,3,4.527681138773586
1,61,2,1,0,4,0,0,319,4,0,4.154958338915995
1,49,2,1,0,4,0,0,319,3,0,4.170405763846494
1,51,2,1,0,4,0,0,319,4,1,4.385141333061628
1,72,2,1,0,4,0,0,319,4,0,4.239719487735989
1,47,2,0,0,3,0,0,319,2,0,4.307159266931027
1,128,2,1,0,3,2,0,319,10,18,4.918312527503432
1,73,2,0,0,4,0,0,319,6,0,4.372766984714343
1,102,3,1,0,5,0,0,319,2,10,5.147915970536519
1,46,3,1,0,4,0,0,319,0,0,4.064444228257801
1,98,3,1,0,4,1,0,319,3,28,5.043409467386821
1,66,4,1,0,5,0,1,297,2,0,4.302985740466198
1,57,3,1,0,5,0,0,297,2,0,4.1455555316257
1,126,3,1,0,5,1,0,411,5,47,5.120591956058779
1,81,1,1,0,5,0,0,376,0,14,4.877162818748143
1,68,2,1,0,6,0,0,319,0,15,4.533804892842331
1,46,2,1,0,5,0,0,493,0,10,4.363038521594966
1,54,2,1,0,4,0,0,376,2,6,4.445090169696791
1,47,3,1,0,5,0,0,330,0,9,4.381835330852876
1,82,2,1,0,5,0,0,376,0,8,5.083119157495914
1,39,2,1,0,3,0,0,263,2,0,3.996564718695828
1,40,2,1,0,3,0,0,263,2,6,4.484183719779189
1,66,2,1,0,5,0,0,376,2,0,4.105190529670849
1,35,2,0,0,4,0,0,481,0,0,3.9357276594930415
1,105,2,0,0,5,1,0,346,2,47,4.928133137986752
1,29,2,1,0,3,0,1,263,0,0,4.090234012145144
1,55,2,1,0,5,0,1,309,0,0,4.244932559633425
1,52,2,1,0,4,0,0,376,2,5,4.781700535240758
1,52,2,1,0,4,0,0,319,2,0,4.195846815111717
1,42,2,1,0,4,0,0,376,0,0,4.189238255803026
1,41,2,1,0,4,0,0,376,1,2,4.424267553240269
1,40,2,1,0,4,0,0,376,1,0,4.153055907333276
1,46,2,1,0,5,0,0,458,0,10,4.482816239080335
1,49,2,1,0,4,0,0,376,2,0,4.425635099084792
1,42,2,1,0,4,0,0,376,1,5,4.451608494104309
1,78,2,1,0,5,0,0,469,4,6,4.645782790504162
1,37,2,1,0,4,0,0,309,0,0,4.249729716863357
1,68,2,1,0,5,1,1,286,0,20,4.989974745910771
1,62,2,1,0,6,0,0,319,2,15,4.726148479944655
1,62,2,1,0,6,0,0,319,2,15,4.584940617006534
1,61,2,1,0,6,0,0,319,2,14,4.670182370520573
1,117,2,1,0,5,1,0,458,5,45,5.011634972790704
1,47,2,1,0,6,0,0,493,0,10,4.293222627951163
1,46,2,1,0,5,0,0,346,0,10,4.42292738033765
1,55,2,1,0,4,0,0,376,2,0,4.36546329568962
1,55,2,1,0,4,0,0,376,2,2,4.526458804276407
1,78,2,1,0,8,0,0,424,1,0,4.152649541187365
1,44,4,1,0,4,0,0,376,1,2,4.226143834398879
1,47,2,1,0,4,0,0,376,1,0,4.272361989837416
1,49,3,0,0,5,0,0,510,0,10,4.540644732215398
1,66,2,1,0,4,0,0,424,0,21,4.714869786603083
1,46,2,1,0,4,0,0,376,2,0,4.303149662852282
1,28,1,0,0,3,0,0,488,1,2,4.008621780036166
1,94,3,1,0,4,1,0,319,1,44,4.660215182748757
1,50,3,1,0,5,0,0,411,0,10,4.496174630069642
1,41,2,1,0,4,0,0,376,1,3,4.436224260451807
1,42,3,1,0,5,0,0,309,1,0,4.20483401847097
1,41,2,1,0,4,0,0,376,1,3,4.387443772646929
1,92,4,1,0,3,0,0,394,0,10,4.817389272244752
1,28,1,0,0,3,0,0,488,0,1,4.137537511266052
1,78,3,1,0,4,1,0,319,2,23,4.838045129252235
1,94,3,1,0,4,1,0,319,1,41,4.642474098019179
1,68,3,1,0,4,1,0,319,2,24,4.833283245439394
1,94,3,1,0,4,1,0,319,1,43,4.670028251910487
1,45,2,1,0,5,0,0,346,0,9,4.366759974483215
1,128,3,1,0,4,1,0,319,1,58,4.615355710584927
1,94,3,1,0,4,1,0,319,1,36,4.655199559323109
1,53,1,1,0,4,0,1,309,1,10,4.37867941674571
1,39,3,0,0,3,0,1,263,1,0,4.162980744225907
1,102,3,1,0,5,0,0,319,2,9,5.250124729648308
1,38,3,0,0,3,0,0,309,1,0,3.9579393553211153
1,41,2,0,0,3,0,0,318,0,0,3.732449797713433
1,47,2,1,0,4,1,0,309,1,5,4.432144436737989
1,35,2,0,0,3,0,0,376,1,0,3.9928705166358993
1,46,3,1,0,4,0,1,512,0,0,4.040109109154241
1,47,1,0,0,5,0,1,309,0,0,3.966733735016133
1,49,1,1,0,6,0,1,309,0,0,3.945843772465875
1,29,2,1,0,3,0,0,319,0,0,3.624379701651112
1,102,3,1,0,5,0,0,319,2,8,5.067711956150402
1,128,3,1,0,4,1,0,319,1,54,4.62383339910992
1,62,3,1,0,5,0,1,263,3,2,4.326876100877502
1,46,2,1,0,5,0,0,346,0,10,4.526294499949899
1,44,3,1,0,5,0,0,311,1,0,4.098652005434406
1,40,2,1,0,3,0,0,263,2,0,3.927567157116929
1,49,3,1,0,4,0,0,354,1,0,4.278302834822065
1,91,7,1,0,6,0,0,309,2,0,4.2020549728948025
1,40,2,0,0,3,0,0,266,2,1,4.187326145256009
1,31,2,0,0,3,0,1,376,0,0,3.9503441981686898
1,36,2,0,0,3,0,0,309,0,1,4.294653473544342
