iter	Logloss
0	0.4778639862
1	0.3178639598
2	0.2163951506
3	0.1561884007
4	0.1060530527
5	0.07264444839
6	0.05199801287
7	0.03719498668
8	0.02525387358
9	0.01789918861
10	0.01336581213
11	0.00953223393
12	0.007290001173
13	0.005345721854
14	0.00415340725
15	0.003347166851
16	0.002581202655
17	0.002061994958
18	0.001686382203
19	0.001428208308
20	0.00121864615
21	0.001018566951
22	0.0008486713708
23	0.0007147041531
24	0.0006387539861
25	0.0005730050366
26	0.0005097074448
27	0.0004447399949
28	0.000397331931
29	0.0003597196181
30	0.0003263853576
31	0.0003059620322
32	0.0002872265311
33	0.0002645113842
34	0.0002445024543
35	0.0002334109455
36	0.0002134761941
37	0.0002004650922
38	0.0001928610553
39	0.0001869842285
40	0.0001812597263
41	0.0001669488621
42	0.0001592077383
43	0.0001485865901
44	0.0001456317102
45	0.0001430376238
46	0.0001399746437
47	0.0001372534899
48	0.0001294063294
49	0.000128282503
50	0.0001271496254
51	0.0001262092738
52	0.0001252700392
53	0.0001241205948
54	0.0001225205975
55	0.0001214181496
56	0.0001204648639
57	0.0001194792813
58	0.0001182610871
59	0.0001173295117
60	0.0001163522968
61	0.0001153222136
62	0.0001145517675
63	0.0001117140907
64	0.0001089070393
65	0.0001089649597
66	0.0001089649597
67	0.0001089649597
68	0.0001088589561
69	0.0001088589561
70	0.0001088589561
71	0.0001089540134
72	0.0001089873104
73	0.0001079888837
74	0.0001079888837
75	0.000103548146
76	0.000103548146
77	0.000103548146
78	0.000103548146
79	0.000103548146
80	0.000103548146
81	0.000103548146
82	0.000103548146
83	0.000103548146
84	0.000103548146
85	0.000103548146
86	0.000103548146
87	0.000103548146
88	0.000103548146
89	0.000103548146
90	0.000103548146
91	0.0001034758949
92	0.0001034758949
93	0.0001034758949
94	0.0001035759058
95	0.0001035759058
96	0.0001035759058
97	0.0001035759058
98	0.0001035759058
99	0.0001034345725
100	0.0001034345725
101	0.0001034981703
102	0.0001034981703
103	0.0001034981703
104	0.0001034981703
105	0.0001034981703
106	0.0001034981703
107	0.0001034981703
108	0.0001034981703
109	0.0001034981703
110	0.0001034981703
111	0.0001034981703
112	0.0001034981703
113	0.0001034981703
114	0.0001034981703
115	0.0001035085059
116	0.0001035085059
117	0.0001035085059
118	0.0001035085059
