iter	Logloss
0	0.50006629
1	0.3550010776
2	0.2494045631
3	0.1780425305
4	0.1264403163
5	0.09160962935
6	0.06506972025
7	0.04756933565
8	0.03489945597
9	0.02655060303
10	0.020304219
11	0.01553005513
12	0.012219874
13	0.009616792294
14	0.007614932733
15	0.006339605266
16	0.005230433142
17	0.004328012866
18	0.003582505087
19	0.00301671823
20	0.0025746662
21	0.002206094954
22	0.001915737012
23	0.001676245795
24	0.001452087204
25	0.001290638195
26	0.001203265617
27	0.001079144259
28	0.0009559212262
29	0.0008692463979
30	0.0007825080387
31	0.0007280409076
32	0.0006725985601
33	0.0006118798001
34	0.0005721163393
35	0.0005548669064
36	0.0005429650227
37	0.0005129112248
38	0.0004824680413
39	0.0004466925693
40	0.0004285712193
41	0.0003984204021
42	0.0003808526939
43	0.0003808783706
44	0.0003772083292
45	0.0003526774057
46	0.0003385478682
47	0.0003266698098
48	0.0003064368976
49	0.0003064439195
50	0.0003064242597
51	0.0003064148268
52	0.0002874367183
53	0.0002791054085
54	0.0002719061588
55	0.0002592762505
56	0.0002480882931
57	0.0002373531985
58	0.0002373531985
59	0.0002373731978
60	0.0002351337233
61	0.0002313506322
62	0.000221902335
63	0.0002166981597
64	0.0002166950477
65	0.0002166782467
66	0.0002167160395
67	0.0002150160151
68	0.0002099223256
69	0.0002083803896
70	0.0002083794479
71	0.0002083521035
72	0.0002003852459
73	0.0001926557296
74	0.0001914668947
75	0.0001914660594
76	0.0001914918866
77	0.0001914918866
78	0.0001914918866
79	0.0001914918866
80	0.000191457411
81	0.000191457411
82	0.0001850965081
83	0.0001850965081
84	0.0001851301455
85	0.000185140242
86	0.000185140242
87	0.0001805346941
88	0.0001756776824
89	0.0001712403361
90	0.000171222368
91	0.0001712298886
92	0.0001712298886
93	0.0001712271074
94	0.0001712271074
95	0.0001712120634
96	0.0001712120634
97	0.0001712137129
98	0.0001712429082
99	0.000166715805
100	0.0001631360288
101	0.0001630952957
102	0.0001630952957
103	0.0001631033552
104	0.0001630931954
105	0.0001596525027
106	0.0001559813096
107	0.0001528380599
108	0.0001528130561
109	0.0001528178377
110	0.000152815609
111	0.0001528105655
112	0.0001486414532
113	0.000148647988
114	0.0001449871571
115	0.0001449894799
116	0.0001449992772
117	0.0001387319994
118	0.0001387319994
119	0.0001387241479
120	0.0001387241479
121	0.0001387223315
122	0.0001387223315
123	0.000138734583
124	0.000138734583
125	0.0001387303556
126	0.0001387051163
127	0.0001387181819
128	0.0001387181819
129	0.0001333551707
130	0.000130618443
131	0.000130618443
132	0.000130618443
133	0.0001290660356
134	0.0001290570842
135	0.0001290490304
136	0.0001290616357
137	0.0001290550684
138	0.0001272301888
139	0.0001272205814
140	0.0001256258206
141	0.0001256251416
142	0.0001256251416
143	0.0001249147108
144	0.0001249162769
145	0.0001249162769
146	0.0001249162769
147	0.0001249297981
148	0.0001249297981
149	0.0001233828986
150	0.0001218537127
151	0.0001218618998
152	0.0001218618998
153	0.0001218304086
154	0.0001218304086
155	0.0001218384816
156	0.000121857239
157	0.0001218619142
158	0.000121827593
159	0.000121850196
160	0.000121836766
161	0.0001218360035
162	0.0001218359541
163	0.0001203671094
164	0.0001203324635
165	0.0001203168599
166	0.0001189146627
167	0.0001189300012
168	0.0001175313712
169	0.0001175397952
170	0.0001175514069
171	0.000117542654
172	0.0001175587899
173	0.000117519478
174	0.0001175102173
175	0.0001175389805
176	0.0001175020441
177	0.0001175414581
178	0.0001175391574
179	0.0001175249444
180	0.0001175249444
181	0.0001175249444
182	0.0001175249444
183	0.0001175233246
184	0.0001175134813
185	0.0001175134813
186	0.0001162863337
187	0.00011629302
188	0.000114995424
189	0.0001150034375
190	0.0001138399833
191	0.0001138363894
192	0.0001138209819
193	0.0001138461834
194	0.0001138345894
195	0.0001138174408
196	0.0001138338922
197	0.0001138249983
198	0.0001138182156
199	0.0001138317267
200	0.0001124680372
201	0.0001124483107
202	0.0001124515191
203	0.0001124534865
204	0.0001124398858
205	0.000112425479
206	0.000112425479
207	0.0001124334244
208	0.0001124326875
209	0.0001124326875
210	0.0001124326875
211	0.0001110183899
212	0.0001098225726
213	0.0001098102546
214	0.0001098134289
215	0.0001098074178
216	0.0001066103907
217	0.000106606347
218	0.000106606347
219	0.0001036439306
220	0.0001010316747
221	9.924828589e-05
222	9.764908713e-05
223	9.764181061e-05
224	9.763139476e-05
225	9.606109435e-05
226	9.604062275e-05
227	9.604062275e-05
228	9.603818925e-05
229	9.433872536e-05
230	9.431269293e-05
231	9.433046681e-05
232	9.243546902e-05
233	9.243914732e-05
234	9.241895528e-05
235	9.244008716e-05
236	9.241898837e-05
237	9.06666972e-05
238	9.068228885e-05
239	9.068228885e-05
240	9.067643791e-05
241	9.066286354e-05
242	8.924279418e-05
243	8.92273598e-05
244	8.923191368e-05
245	8.923191368e-05
246	8.923191368e-05
247	8.923750234e-05
248	8.923572097e-05
249	8.922982303e-05
250	8.923355504e-05
251	8.919981548e-05
252	8.919981548e-05
253	8.920360263e-05
254	8.92041905e-05
255	8.918848761e-05
256	8.918848761e-05
257	8.918848761e-05
258	8.777279705e-05
259	8.777360598e-05
260	8.77517769e-05
261	8.773856073e-05
262	8.775452879e-05
263	8.775287258e-05
264	8.770963591e-05
265	8.623135647e-05
266	8.622601428e-05
267	8.616007535e-05
268	8.616007535e-05
269	8.616007535e-05
270	8.614553142e-05
271	8.614553142e-05
272	8.614553142e-05
273	8.486682822e-05
274	8.486457406e-05
275	8.484563784e-05
276	8.48633422e-05
277	8.481369069e-05
278	8.482181593e-05
279	8.350307579e-05
280	8.350307579e-05
281	8.350616909e-05
282	8.350616909e-05
283	8.345874632e-05
284	8.345874632e-05
285	8.345874632e-05
286	8.345874632e-05
287	8.345874632e-05
288	8.329936872e-05
289	8.329936872e-05
290	8.329936872e-05
291	8.329936872e-05
292	8.329936872e-05
293	8.329936872e-05
294	8.329936872e-05
295	8.329936872e-05
296	8.323965523e-05
297	8.323965523e-05
298	8.323965523e-05
299	8.323965523e-05
